sample_idx,lambda,num_think_tokens,kept_tokens,dropped_tokens,skip_reason,occupancy@1,occupancy@2,occupancy@3,occupancy@4,occupancy@5
249,0.01,532,381,151,,0.8903508771929824,0.8969298245614035,0.8888888888888885,0.875,0.8500000000000004
250,0.01,1016,596,420,,0.9090909090909091,0.8706293706293706,0.8764568764568754,0.8662587412587412,0.8552447552447573
251,0.01,782,691,91,,0.9552238805970149,0.9440298507462687,0.9378109452736311,0.933768656716418,0.9223880597014938
252,0.01,449,194,255,,0.9141414141414141,0.851010101010101,0.8350168350168349,0.8244949494949495,0.835353535353536
253,0.01,2558,1369,1189,,0.95,0.9277777777777778,0.9203703703703706,0.9090277777777778,0.9061111111111136
254,0.01,655,601,54,,1.0,0.9644194756554307,0.9450686641697874,0.949438202247191,0.94681647940075
255,0.01,608,449,159,,0.9142857142857143,0.8333333333333334,0.8222222222222217,0.7988095238095239,0.8066666666666674
256,0.01,1994,1272,722,,0.9496402877697842,0.8848920863309353,0.8741007194244592,0.8794964028776978,0.8820143884892102
257,0.01,870,730,140,,0.9786476868327402,0.9519572953736655,0.9335705812574135,0.9341637010676157,0.9224199288256245
258,0.01,480,370,110,,0.9681818181818181,0.9431818181818182,0.9196969696969691,0.9170454545454545,0.9100000000000011
259,0.01,757,563,194,,0.9884169884169884,0.9633204633204633,0.9459459459459455,0.9382239382239382,0.9305019305019318
260,0.01,789,494,295,,0.8871794871794871,0.8666666666666667,0.8547008547008542,0.8589743589743589,0.8615384615384623
261,0.01,2015,1535,480,,0.9698795180722891,0.9397590361445783,0.9317269076305233,0.9246987951807228,0.9240963855421714
262,0.01,1853,1302,551,,0.9615384615384616,0.9455128205128205,0.9487179487179483,0.9294871794871795,0.9224358974358993
263,0.01,658,488,170,,0.9952830188679245,0.9433962264150944,0.9198113207547167,0.9327830188679245,0.9254716981132081
264,0.01,2,,,truncated_max_new_tokens,,,,,
265,0.01,2603,1306,1297,,0.8985507246376812,0.8536231884057971,0.7980676328502408,0.8130434782608695,0.8086956521739154
266,0.01,3504,1868,1636,,0.9623824451410659,0.9341692789968652,0.9090909090909085,0.89576802507837,0.8896551724137953
267,0.01,1767,789,978,,0.8885714285714286,0.8314285714285714,0.812380952380952,0.8157142857142857,0.8108571428571453
268,0.01,484,443,41,,0.9594594594594594,0.8986486486486487,0.8626126126126135,0.8614864864864865,0.8648648648648636
269,0.01,1641,929,712,,0.8743455497382199,0.8115183246073299,0.8097731239092495,0.8049738219895288,0.7979057591623032
270,0.01,1469,1059,410,,0.956989247311828,0.910394265232975,0.9056152927120658,0.9005376344086021,0.8931899641577074
271,0.01,667,401,266,,0.9745454545454545,0.9127272727272727,0.9224242424242417,0.9181818181818182,0.9061818181818196
272,0.01,1140,950,190,,0.9795918367346939,0.9408163265306122,0.9428571428571421,0.9459183673469388,0.9469387755102051
273,0.01,361,54,307,,0.9008264462809917,0.8181818181818182,0.7768595041322316,0.7933884297520661,0.8280991735537184
274,0.01,1784,939,845,,0.9587020648967551,0.9203539823008849,0.9115044247787614,0.9070796460176991,0.8943952802359904
275,0.01,1305,1166,139,,0.9746031746031746,0.9222222222222223,0.9259259259259258,0.9293650793650794,0.9231746031746049
276,0.01,1585,798,787,,0.9063444108761329,0.8021148036253777,0.7744209466263829,0.7628398791540786,0.7613293051359528
277,0.01,700,242,458,,0.9215686274509803,0.8823529411764706,0.8518518518518526,0.8431372549019608,0.8549019607843127
278,0.01,692,596,96,,0.9705882352941176,0.9117647058823529,0.9098039215686272,0.9161764705882353,0.907058823529412
279,0.01,1210,993,217,,0.947565543071161,0.900749063670412,0.8938826466916349,0.9213483146067416,0.9138576779026228
280,0.01,776,642,134,,0.9672131147540983,0.8907103825136612,0.8943533697632051,0.8934426229508197,0.8874316939890714
281,0.01,712,523,189,,0.9424083769633508,0.9109947643979057,0.858638743455497,0.8638743455497382,0.8795811518324612
282,0.01,359,162,197,,0.6457142857142857,0.6114285714285714,0.5657142857142864,0.5585714285714286,0.5428571428571423
283,0.01,884,714,170,,0.9,0.8382352941176471,0.8764705882352941,0.8735294117647059,0.8705882352941171
284,0.01,868,593,275,,0.9700374531835206,0.9194756554307116,0.9076154806491875,0.9091760299625468,0.925842696629215
285,0.01,501,416,85,,0.9266666666666666,0.91,0.8977777777777782,0.905,0.9053333333333329
286,0.01,1236,1183,53,,0.9520295202952029,0.9538745387453874,0.9483394833948335,0.9354243542435424,0.935793357933581
287,0.01,3502,1833,1669,,0.8949771689497716,0.8310502283105022,0.8706240487062398,0.843607305936073,0.8474885844748865
288,0.01,2,,,truncated_max_new_tokens,,,,,
289,0.01,2,,,truncated_max_new_tokens,,,,,
290,0.01,2,,,truncated_max_new_tokens,,,,,
291,0.01,631,271,360,,0.9551569506726457,0.9125560538116592,0.8968609865470846,0.8957399103139013,0.894170403587445
292,0.01,647,387,260,,0.8880597014925373,0.7910447761194029,0.7338308457711428,0.7192164179104478,0.7089552238805973
293,0.01,2,,,truncated_max_new_tokens,,,,,
294,0.01,495,301,194,,0.9469026548672567,0.827433628318584,0.8761061946902656,0.831858407079646,0.8336283185840697
295,0.01,1034,750,284,,0.9239130434782609,0.8858695652173914,0.8749999999999993,0.8845108695652174,0.8750000000000001
296,0.01,1699,1123,576,,0.963963963963964,0.9054054054054054,0.8888888888888881,0.8930180180180181,0.8801801801801811
297,0.01,999,454,545,,0.9367588932806324,0.8675889328063241,0.8616600790513826,0.8478260869565217,0.866403162055337
298,0.01,2,,,truncated_max_new_tokens,,,,,
299,0.01,1676,974,702,,0.8850574712643678,0.8122605363984674,0.8097062579821188,0.8055555555555556,0.7869731800766293
300,0.01,529,210,319,,0.9724770642201835,0.8944954128440367,0.8776758409785933,0.8662079510703364,0.8666666666666692
301,0.01,1298,676,622,,0.930921052631579,0.8914473684210527,0.8596491228070163,0.8552631578947368,0.8671052631578967
302,0.01,1061,611,450,,0.9444444444444444,0.8972222222222223,0.8907407407407408,0.8791666666666667,0.8933333333333338
303,0.01,3277,1590,1687,,0.9330628803245437,0.8945233265720081,0.8769438810006782,0.8742393509127789,0.8815415821501048
304,0.01,4439,3863,576,,0.9752577319587629,0.9195876288659793,0.9085910652920979,0.9108247422680412,0.9043298969072202
305,0.01,340,219,121,,0.9375,0.84375,0.8422619047619051,0.8504464285714286,0.8196428571428562
306,0.01,681,620,61,,0.9479166666666666,0.9036458333333334,0.8836805555555552,0.890625,0.8958333333333338
307,0.01,723,586,137,,0.9576271186440678,0.9173728813559322,0.9110169491525414,0.8951271186440678,0.902542372881357
308,0.01,690,397,293,,0.9022222222222223,0.8488888888888889,0.8444444444444441,0.8533333333333334,0.8373333333333342
309,0.01,923,451,472,,0.8190045248868778,0.6628959276018099,0.6319758672699853,0.6063348416289592,0.6045248868778271
310,0.01,2319,1370,949,,0.9404761904761905,0.9107142857142857,0.8873015873015887,0.8886904761904761,0.8914285714285748
311,0.01,1186,959,227,,0.9716312056737588,0.950354609929078,0.9267139479905433,0.9361702127659575,0.9340425531914905
312,0.01,1541,665,876,,0.8632911392405064,0.8088607594936709,0.8092827004219412,0.7924050632911392,0.7949367088607624
313,0.01,596,475,121,,0.9722222222222222,0.9282407407407407,0.901234567901234,0.9039351851851852,0.9138888888888895
314,0.01,914,870,44,,0.9737991266375546,0.9672489082969432,0.9461426491994176,0.9552401746724891,0.9458515283842801
315,0.01,2579,1712,867,,0.686046511627907,0.5566860465116279,0.5116279069767441,0.4803779069767442,0.47674418604651164
316,0.01,667,314,353,,0.948936170212766,0.8872340425531915,0.8921985815602831,0.8904255319148936,0.8936170212765966
317,0.01,4645,2267,2378,,0.6465968586387435,0.5759162303664922,0.5453752181500866,0.5340314136125655,0.5240837696335081
318,0.01,886,517,369,,0.7783783783783784,0.6891891891891891,0.6198198198198203,0.6202702702702703,0.6086486486486479
319,0.01,3743,2349,1394,,0.9230769230769231,0.8484162895927602,0.7933634992458514,0.7952488687782805,0.8000000000000005
320,0.01,852,687,165,,0.9780701754385965,0.9276315789473685,0.8991228070175433,0.8991228070175439,0.90701754385965
321,0.01,918,679,239,,0.9333333333333333,0.9215686274509803,0.8941176470588228,0.8901960784313725,0.8988235294117658
322,0.01,2,,,truncated_max_new_tokens,,,,,
323,0.01,1610,994,616,,0.9555555555555556,0.94,0.9125925925925924,0.9222222222222223,0.905777777777779
324,0.01,682,389,293,,0.9457013574660633,0.9027149321266968,0.8612368024132728,0.8959276018099548,0.8778280542986439
325,0.01,832,723,109,,0.9884393063583815,0.976878612716763,0.9479768786127166,0.9291907514450867,0.9468208092485553
326,0.01,654,532,122,,0.9846153846153847,0.9730769230769231,0.9153846153846159,0.9326923076923077,0.9230769230769224
327,0.01,1598,786,812,,0.930835734870317,0.877521613832853,0.8741594620557156,0.8573487031700289,0.8639769452449594
328,0.01,2252,1269,983,,0.9623824451410659,0.9216300940438872,0.9028213166144202,0.9067398119122257,0.9078369905956132
329,0.01,1262,980,282,,0.9509803921568627,0.9044117647058824,0.8921568627450976,0.8933823529411765,0.8970588235294124
330,0.01,1020,394,626,,0.7192982456140351,0.6637426900584795,0.606237816764133,0.577485380116959,0.5801169590643269
331,0.01,3639,1748,1891,,0.9400749063670412,0.8885767790262172,0.8770287141073684,0.8773408239700374,0.8707865168539366
332,0.01,913,391,522,,0.9793103448275862,0.8586206896551725,0.8367816091954029,0.8517241379310345,0.8551724137931024
333,0.01,1937,758,1179,,0.8926174496644296,0.8187919463087249,0.8154362416107376,0.8171140939597316,0.8268456375838941
334,0.01,1671,1127,544,,0.9233333333333333,0.8683333333333333,0.889999999999999,0.8791666666666667,0.8833333333333352
335,0.01,720,657,63,,0.961038961038961,0.9632034632034632,0.9163059163059156,0.9231601731601732,0.9290043290043299
336,0.01,2,,,truncated_max_new_tokens,,,,,
337,0.01,1354,871,483,,0.948220064724919,0.9239482200647249,0.9050701186623513,0.901294498381877,0.8957928802589019
338,0.01,2,,,truncated_max_new_tokens,,,,,
339,0.01,578,444,134,,0.9726775956284153,0.907103825136612,0.8888888888888885,0.8920765027322405,0.8841530054644811
340,0.01,4188,3027,1161,,0.9344262295081968,0.9061930783242259,0.8907103825136633,0.894808743169399,0.8867030965391658
341,0.01,918,456,462,,0.9177215189873418,0.8908227848101266,0.853375527426159,0.8718354430379747,0.8715189873417739
342,0.01,1321,1026,295,,0.9385474860335196,0.9162011173184358,0.8957169459962754,0.9008379888268156,0.9050279329608941
343,0.01,934,255,679,,0.9401993355481728,0.8571428571428571,0.8183831672203752,0.8255813953488372,0.8332225913621281
344,0.01,831,638,193,,0.9380804953560371,0.8885448916408669,0.8854489164086684,0.8931888544891641,0.8953560371517049
345,0.01,612,440,172,,0.9802955665024631,0.8940886699507389,0.8998357963875199,0.8990147783251231,0.8995073891625621
346,0.01,798,555,243,,0.9012345679012346,0.8518518518518519,0.8340192043895736,0.808641975308642,0.8222222222222232
347,0.01,409,291,118,,0.9153846153846154,0.8923076923076924,0.9051282051282052,0.8980769230769231,0.8923076923076918
348,0.01,498,435,63,,0.9477124183006536,0.8758169934640523,0.8562091503267978,0.8594771241830066,0.8784313725490193
349,0.01,926,624,302,,0.9688581314878892,0.9290657439446367,0.8927335640138399,0.8979238754325259,0.8982698961937733
350,0.01,397,123,274,,0.7642857142857142,0.6642857142857143,0.6238095238095241,0.6017857142857143,0.5928571428571427
351,0.01,2973,1642,1331,,0.9257950530035336,0.8816254416961131,0.8786808009422836,0.8825088339222615,0.8537102473498254
352,0.01,469,40,429,,0.8055555555555556,0.7027777777777777,0.6500000000000009,0.6347222222222222,0.6433333333333321
353,0.01,602,233,369,,0.910828025477707,0.8471337579617835,0.8322717622080682,0.8105095541401274,0.8076433121019095
354,0.01,1008,396,612,,0.8509803921568627,0.7784313725490196,0.7529411764705873,0.7519607843137255,0.7301960784313728
355,0.01,3082,1788,1294,,0.9611650485436893,0.9352750809061489,0.9169363538295575,0.9182847896440129,0.9177993527508108
356,0.01,2,,,truncated_max_new_tokens,,,,,
357,0.01,438,337,101,,0.9871794871794872,0.9551282051282052,0.9259259259259253,0.9252136752136753,0.9358974358974371
358,0.01,1274,906,368,,0.9598540145985401,0.9197080291970803,0.9160583941605832,0.9005474452554745,0.9014598540146002
359,0.01,1466,588,878,,0.9641693811074918,0.8387622149837134,0.8338762214983695,0.8232899022801303,0.8475570032573306
360,0.01,1221,434,787,,0.9262672811059908,0.9285714285714286,0.8970814132104453,0.9009216589861752,0.882027649769586
361,0.01,2080,1290,790,,0.9538461538461539,0.8756410256410256,0.8658119658119663,0.8641025641025641,0.8666666666666697
362,0.01,2609,2075,534,,0.9708333333333333,0.9479166666666666,0.9416666666666675,0.9380208333333333,0.9366666666666686
363,0.01,750,126,624,,0.8962765957446809,0.8045212765957447,0.7659574468085102,0.7533244680851063,0.7585106382978749
364,0.01,411,187,224,,0.875968992248062,0.8255813953488372,0.8087855297157631,0.8236434108527132,0.8341085271317817
365,0.01,2,,,truncated_max_new_tokens,,,,,
366,0.01,927,461,466,,0.9454545454545454,0.8792207792207792,0.8727272727272735,0.861038961038961,0.8706493506493539
367,0.01,6030,3622,2408,,0.9194499017681729,0.8418467583497053,0.851342501637199,0.8511787819253438,0.8483300589391001
368,0.01,517,389,128,,0.9439252336448598,0.8644859813084113,0.85981308411215,0.8598130841121495,0.8317757009345786
369,0.01,695,395,300,,0.9123711340206185,0.8608247422680413,0.8350515463917524,0.8569587628865979,0.8515463917525773
370,0.01,2493,1222,1271,,0.9379562043795621,0.8813868613138686,0.8576642335766413,0.8531021897810219,0.8474452554744537
371,0.01,379,160,219,,0.9305555555555556,0.8263888888888888,0.8518518518518524,0.8333333333333334,0.849999999999999
372,0.01,456,451,5,,0.9944444444444445,0.9472222222222222,0.9462962962962955,0.9402777777777778,0.9400000000000006
373,0.01,683,522,161,,0.9631147540983607,0.9590163934426229,0.9289617486338789,0.9252049180327869,0.9286885245901649
374,0.01,1594,938,656,,0.9583333333333334,0.9166666666666666,0.8952020202020194,0.8948863636363636,0.892424242424244
375,0.01,3634,2674,960,,0.9940828402366864,0.9526627218934911,0.9349112426035501,0.9423076923076923,0.9420118343195265
376,0.01,1372,994,378,,0.9251336898395722,0.8983957219251337,0.8680926916221031,0.8863636363636364,0.8941176470588241
377,0.01,552,316,236,,0.92018779342723,0.9154929577464789,0.8779342723004695,0.8814553990610329,0.8732394366197189
378,0.01,736,640,96,,0.9680365296803652,0.9246575342465754,0.922374429223744,0.9098173515981736,0.908675799086759
379,0.01,735,295,440,,0.90625,0.8385416666666666,0.8072916666666666,0.8372395833333334,0.8197916666666668
380,0.01,855,581,274,,0.9457013574660633,0.9027149321266968,0.9079939668174959,0.8914027149321267,0.8914027149321276
381,0.01,403,256,147,,0.9407894736842105,0.930921052631579,0.8947368421052637,0.8947368421052632,0.89078947368421
382,0.01,475,257,218,,0.9520958083832335,0.8922155688622755,0.8522954091816363,0.8502994011976048,0.8455089820359277
383,0.01,1178,739,439,,0.9615384615384616,0.9313186813186813,0.89010989010989,0.8901098901098901,0.8923076923076925
384,0.01,514,376,138,,0.9710144927536232,0.9384057971014492,0.9371980676328505,0.9221014492753623,0.9275362318840574
385,0.01,1018,290,728,,0.899390243902439,0.8536585365853658,0.865853658536585,0.864329268292683,0.8591463414634171
386,0.01,1298,386,912,,0.744,0.604,0.585333333333333,0.566,0.5575999999999994
387,0.01,806,421,385,,0.9398496240601504,0.8853383458646616,0.8972431077694227,0.8834586466165414,0.8714285714285731
388,0.01,989,631,358,,0.937007874015748,0.8877952755905512,0.8674540682414691,0.8779527559055118,0.8771653543307104
389,0.01,1031,777,254,,0.985632183908046,0.9468390804597702,0.9396551724137943,0.9425287356321839,0.9258620689655191
390,0.01,880,73,807,,0.8312236286919831,0.7278481012658228,0.6877637130801681,0.6888185654008439,0.6843881856540084
391,0.01,686,268,418,,0.9166666666666666,0.8680555555555556,0.8749999999999999,0.8368055555555556,0.8194444444444442
392,0.01,622,111,511,,0.8368421052631579,0.7921052631578948,0.7526315789473688,0.75,0.7273684210526303
393,0.01,485,109,376,,0.9134199134199135,0.8528138528138528,0.803751803751803,0.7965367965367965,0.8086580086580092
394,0.01,1930,1577,353,,0.7790262172284644,0.6367041198501873,0.5917602996254677,0.5571161048689138,0.5513108614232207
395,0.01,1243,1027,216,,0.9851851851851852,0.9358024691358025,0.9283950617283959,0.9191358024691358,0.9135802469135822
396,0.01,914,397,517,,0.9529411764705882,0.9117647058823529,0.8882352941176466,0.8764705882352941,0.8870588235294115
397,0.01,758,627,131,,0.9696969696969697,0.9454545454545454,0.9333333333333331,0.9159090909090909,0.921818181818184
398,0.01,344,302,42,,0.9432624113475178,0.8936170212765957,0.9172576832151302,0.8971631205673759,0.9148936170212761
399,0.01,2,,,truncated_max_new_tokens,,,,,
400,0.01,756,472,284,,0.9172661870503597,0.8651079136690647,0.8417266187050345,0.8570143884892086,0.8719424460431672
