lambda,num_samples_used,num_samples_skipped,mean_occupancy@1,mean_occupancy@2,mean_occupancy@3,mean_occupancy@4,mean_occupancy@5,std_occupancy@1,std_occupancy@2,std_occupancy@3,std_occupancy@4,std_occupancy@5
0.01,365,36,0.9217887529490306,0.8708800335696792,0.8561532872732379,0.8530013826774604,0.851695266789187,0.07752701099619265,0.09285552921486519,0.09932958600876642,0.10245499742483809,0.10403665817729452
