lambda,num_samples_used,num_samples_skipped,mean_occupancy@1,mean_occupancy@2,mean_occupancy@3,mean_occupancy@4,mean_occupancy@5,std_occupancy@1,std_occupancy@2,std_occupancy@3,std_occupancy@4,std_occupancy@5
0.001,459,49,0.9183464189140026,0.868052570998286,0.8537648747992896,0.8504812305349768,0.8492653957812757,0.08671740092971561,0.09835556399989585,0.10248940883758462,0.10504645766621183,0.10661804868794972
